,sale_price,address,lat,lon,date_time,year,rel_to_mean_price,rel_to_median_price,tmstmp,date,log_price
63,112000,"26 FORDHAM, Buffalo",42.9384765,-78.87344909999999,1990/02/01 00:00,1990,1.584354680063712,2.036363636363636,633848400.0,02/01/90,11.626254150277232
64,49900,"221 HUTCHINSON, Buffalo",42.93793820000001,-78.81532370000002,1990/02/01 00:00,1990,0.7058865940641003,0.9072727272727272,633848400.0,02/01/90,10.81777628173961
65,65000,"763 ABBOTT, Buffalo",42.8433779,-78.80949240000002,1990/02/01 00:00,1990,0.9194915553941184,1.181818181818182,633848400.0,02/01/90,11.082142548877775
66,36900,"357 GOLD, Buffalo",42.8946106,-78.8046147,1990/02/01 00:00,1990,0.5219882829852766,0.6709090909090909,633848400.0,02/01/90,10.515966830028619
67,34000,"55 COLFAX, Buffalo",42.9307323,-78.8269631,1990/02/01 00:00,1990,0.4809648135907697,0.6181818181818182,633848400.0,02/01/90,10.4341158035983
68,45000,"98 WESTON, Buffalo",42.928521,-78.8101021,1990/02/01 00:00,1990,0.6365710768113129,0.8181818181818182,633848400.0,02/01/90,10.714417768752456
69,40100,"313 LONGNECKER, Buffalo",42.8934753,-78.80827790000002,1990/02/01 00:00,1990,0.5672555595585255,0.7290909090909091,633848400.0,02/01/90,10.599131613294661
70,284739,"422 ONTARIO, Buffalo",42.9554649,-78.898814,1990/02/01 00:00,1990,4.027924707559476,5.177072727272726,633848400.0,02/01/90,12.559328250185732
71,41000,"525 DARTMOUTH, Buffalo",42.94323920000001,-78.80510149999998,1990/02/01 00:00,1990,0.5799869810947518,0.7454545454545455,633848400.0,02/01/90,10.621327345686446
72,64000,"177 SHEFFIELD, Buffalo",42.8425946,-78.816983,1990/02/01 00:00,1990,0.9053455314649784,1.1636363636363636,633848400.0,02/01/90,11.06663836234181
73,54300,"117 HENRIETTA, Buffalo",42.9578506,-78.90168369999998,1990/02/01 00:00,1990,0.7681290993523175,0.9872727272727272,633848400.0,02/01/90,10.902279505922026
74,72000,"32 RUSPIN, Buffalo",42.9317804,-78.8123897,1990/02/01 00:00,1990,1.0185137228981005,1.3090909090909093,633848400.0,02/01/90,11.184421397998193
75,56000,"140 EASTON, Buffalo",42.9277671,-78.8085533,1990/02/01 00:00,1990,0.792177340031856,1.018181818181818,633848400.0,02/01/90,10.933106969717286
76,14000,"393 FULTON, Buffalo",42.8710949,-78.856673,1990/02/01 00:00,1990,0.198044335007964,0.2545454545454545,633848400.0,02/01/90,9.546812608597396
77,45000,"2992 BAILEY, Buffalo",42.9362211,-78.8139077,1990/02/01 00:00,1990,0.6365710768113129,0.8181818181818182,633848400.0,02/01/90,10.714417768752456
78,233200,"265 GERMANIA, Buffalo",42.85308269999999,-78.83445970000002,1990/02/01 00:00,1990,3.2988527802755145,4.24,633848400.0,02/01/90,12.359651733458474
79,55500,"281 CABLE, Buffalo",42.87269089999999,-78.80651759999998,1990/02/01 00:00,1990,0.7851043280672859,1.009090909090909,633848400.0,02/01/90,10.924138299734526
80,218475,"1779 CLINTON, Buffalo",42.87162379999999,-78.8108441,1990/02/01 00:00,1990,3.090552577918924,3.9722727272727267,633848400.0,02/01/90,12.294426870495744
81,80000,"1923 SENECA, Buffalo",42.8584539,-78.81370249999998,1990/02/01 00:00,1990,1.131681914331223,1.4545454545454546,633848400.0,02/01/90,11.289781913656018
82,65000,"511 HEWITT, Buffalo",42.9425049,-78.80566529999999,1990/02/01 00:00,1990,0.9194915553941184,1.181818181818182,633848400.0,02/01/90,11.082142548877775
83,55000,"91 ROESCH, Buffalo",42.95841220000001,-78.90574759999998,1990/02/01 00:00,1990,0.7780313161027157,1.0,633848400.0,02/01/90,10.915088464214607
84,54900,"562 MARILLA, Buffalo",42.837428,-78.819532,1990/02/01 00:00,1990,0.7766167137098017,0.9981818181818182,633848400.0,02/01/90,10.913268627497622
85,25000,"77 LEMON, Buffalo",42.8964468,-78.85993069999998,1990/03/01 00:00,1990,0.35365059822850714,0.4545454545454545,636267600.0,03/01/90,10.126631103850338
86,69000,"849 COLUMBUS PKWY, Buffalo",42.9064861,-78.8983006,1990/03/01 00:00,1990,0.9760756511106796,1.2545454545454546,636267600.0,03/01/90,11.141861783579396
87,123000,"83 UNIVERSITY AVE, Buffalo",42.9555091,-78.82519079999999,1990/03/01 00:00,1990,1.7399609432842549,2.2363636363636363,636267600.0,03/01/90,11.719939634354555
88,55000,"254 ROUNDS, Buffalo",42.94753240000001,-78.80408359999998,1990/03/01 00:00,1990,0.7780313161027157,1.0,636267600.0,03/01/90,10.915088464214607
89,38000,"35 COPSEWOOD, Buffalo",42.9357833,-78.81594319999998,1990/03/01 00:00,1990,0.5375489093073309,0.6909090909090909,636267600.0,03/01/90,10.545341438708522
90,37500,"590 WYOMING, Buffalo",42.9308115,-78.82457140000002,1990/03/01 00:00,1990,0.5304758973427607,0.6818181818181818,636267600.0,03/01/90,10.532096211958502
91,73500,"140 LEONARD, Buffalo",42.9411396,-78.8039951,1990/03/01 00:00,1990,1.0397327587918108,1.3363636363636364,636267600.0,03/01/90,11.205040685200927
92,25000,"72 LOCUST, Buffalo",42.89583029999999,-78.86168620000002,1990/03/01 00:00,1990,0.35365059822850714,0.4545454545454545,636267600.0,03/01/90,10.126631103850338
93,25000,"140 MULBERRY, Buffalo",42.89727020000001,-78.86224949999998,1990/03/01 00:00,1990,0.35365059822850714,0.4545454545454545,636267600.0,03/01/90,10.126631103850338
