sale_price_int,Address,lat,lng,data_time_1,year,rel_to_mean_price,rel_to_median_price
32500,"291 OGDEN SOUTH, Buffalo",42.86915800000001,-78.801784,1990/03/01 00:00,1990,0.45974577769705927,0.5909090909090909
25000,"81 ORANGE, Buffalo",42.897014,-78.85862540000002,1990/03/01 00:00,1990,0.35365059822850714,0.45454545454545453
25000,"127 MAPLE, Buffalo",42.8962217,-78.8629945,1990/03/01 00:00,1990,0.35365059822850714,0.45454545454545453
98000,"749 MCKINLEY PKWY, Buffalo",42.8520409,-78.8206335,1990/03/01 00:00,1990,1.3863103450557481,1.7818181818181817
52000,"152 DEWITT, Buffalo",42.921151,-78.895562,1990/03/01 00:00,1990,0.7355932443152948,0.9454545454545454
30000,"155 FIFTEENTH, Buffalo",42.90906200000001,-78.887237,1990/03/01 00:00,1990,0.42438071787420856,0.5454545454545454
28000,"530 MOSELLE, Buffalo",42.9181217,-78.8246599,1990/03/01 00:00,1990,0.396088670015928,0.509090909090909
92000,"484 DOWNING, Buffalo",42.8347668,-78.80572099999998,1990/03/01 00:00,1990,1.3014342014809064,1.6727272727272726
15000,"234 BOX, Buffalo",42.91149799999999,-78.830445,1990/03/01 00:00,1990,0.21219035893710428,0.2727272727272727
25000,"34 PEACH, Buffalo",42.8962679,-78.85851880000001,1990/03/01 00:00,1990,0.35365059822850714,0.45454545454545453
50000,"293 FARGO, Buffalo",42.9047885,-78.89161329999997,1990/04/01 00:00,1990,0.7073011964570143,0.9090909090909091
87258,"332 SYCAMORE, Buffalo",42.8919283,-78.8581224,1990/04/01 00:00,1990,1.234353756008923,1.5865090909090909
153000,"527 NORWOOD, Buffalo",42.9193509,-78.87999509999999,1990/04/01 00:00,1990,2.164341661158464,2.7818181818181817
45000,"152 SCHILLER, Buffalo",42.88912120000001,-78.8014615,1990/04/01 00:00,1990,0.6365710768113129,0.8181818181818182
105000,"15 CLAREMONT, Buffalo",42.922594000000004,-78.87972979999998,1990/04/01 00:00,1990,1.48533251255973,1.9090909090909092
75000,"46 NORTHRUP WEST, Buffalo",42.95066129999999,-78.8281994,1990/04/01 00:00,1990,1.0609517946855214,1.3636363636363635
